Driver,Operation line,Alarm type,speed(km/h),Alarm start time,Alarm end time,Alarm duration,StartDate,MonthYear,WeekYear
34752.0,,Headway Monitoring Alert,56,2024-03-05 23:53:33,2024-03-05 23:53:37,4,2024-03-05,03-2024,10-2024
22550.0,,Harsh Braking,23,2024-03-05 23:53:33,2024-03-05 23:53:38,5,2024-03-05,03-2024,10-2024
34791.0,911,Forward Collision Warning,20,2024-03-05 23:53:31,2024-03-05 23:53:37,6,2024-03-05,03-2024,10-2024
12341.0,75,Headway Monitoring Alert,41,2024-03-05 23:53:31,2024-03-05 23:53:35,4,2024-03-05,03-2024,10-2024
20014.0,970,Forward Collision Warning,26,2024-03-05 23:53:31,2024-03-05 23:53:36,5,2024-03-05,03-2024,10-2024
34489.0,912B,Harsh Braking,16,2024-03-05 23:53:30,2024-03-05 23:53:34,4,2024-03-05,03-2024,10-2024
20083.0,960,Harsh Braking,25,2024-03-05 23:53:30,2024-03-05 23:53:35,5,2024-03-05,03-2024,10-2024
25490.0,67,Harsh Braking,13,2024-03-05 23:53:28,2024-03-05 23:53:32,4,2024-03-05,03-2024,10-2024
72704.0,180,Harsh Braking,12,2024-03-05 23:53:27,2024-03-05 23:53:31,4,2024-03-05,03-2024,10-2024
34784.0,911,Harsh Braking,13,2024-03-05 23:53:25,2024-03-05 23:53:30,5,2024-03-05,03-2024,10-2024
21129.0,188,Harsh Acceleration,24,2024-03-05 23:53:25,2024-03-05 23:53:31,6,2024-03-05,03-2024,10-2024
20146.0,903,Harsh Acceleration,28,2024-03-05 23:53:24,2024-03-05 23:53:28,4,2024-03-05,03-2024,10-2024
19420.0,979,Harsh Braking,19,2024-03-05 23:53:22,2024-03-05 23:53:25,3,2024-03-05,03-2024,10-2024
19420.0,979,Sharp Cornering,19,2024-03-05 23:53:22,2024-03-05 23:53:24,2,2024-03-05,03-2024,10-2024
22550.0,,Harsh Acceleration,37,2024-03-05 23:53:19,2024-03-05 23:53:22,3,2024-03-05,03-2024,10-2024
34168.0,900,Harsh Braking,19,2024-03-05 23:53:14,2024-03-05 23:53:17,3,2024-03-05,03-2024,10-2024
24023.0,190,Harsh Braking,28,2024-03-05 23:53:12,2024-03-05 23:53:15,3,2024-03-05,03-2024,10-2024
23376.0,190,Harsh Acceleration,59,2024-03-05 23:53:11,2024-03-05 23:53:14,3,2024-03-05,03-2024,10-2024
32623.0,178,Harsh Braking,23,2024-03-05 23:53:11,2024-03-05 23:53:16,5,2024-03-05,03-2024,10-2024
23376.0,190,Harsh Braking,59,2024-03-05 23:53:10,2024-03-05 23:53:11,1,2024-03-05,03-2024,10-2024
23306.0,302,Pedestrian Collision Alert,14,2024-03-05 23:53:10,2024-03-05 23:53:23,13,2024-03-05,03-2024,10-2024
20085.0,960,Yawn,59,2024-03-05 23:53:10,2024-03-05 23:53:18,8,2024-03-05,03-2024,10-2024
17688.0,962,Harsh Acceleration,43,2024-03-05 23:53:09,2024-03-05 23:53:12,3,2024-03-05,03-2024,10-2024
27943.0,172,Harsh Acceleration,32,2024-03-05 23:53:08,2024-03-05 23:53:10,2,2024-03-05,03-2024,10-2024
31831.0,188,Headway Monitoring Alert,47,2024-03-05 23:53:08,2024-03-05 23:53:12,4,2024-03-05,03-2024,10-2024
23889.0,302,Harsh Braking,0,2024-03-05 23:53:04,2024-03-05 23:53:07,3,2024-03-05,03-2024,10-2024
35161.0,300,Harsh Braking,31,2024-03-05 23:53:01,2024-03-05 23:53:04,3,2024-03-05,03-2024,10-2024
74634.0,67,Harsh Acceleration,43,2024-03-05 23:53:00,2024-03-05 23:53:04,4,2024-03-05,03-2024,10-2024
18271.0,,Headway Monitoring Alert,57,2024-03-05 23:52:59,2024-03-05 23:53:04,5,2024-03-05,03-2024,10-2024
22760.0,180,Headway Monitoring Alert,48,2024-03-05 23:52:59,2024-03-05 23:53:03,4,2024-03-05,03-2024,10-2024
22282.0,985,Yawn,60,2024-03-05 23:52:57,2024-03-05 23:53:05,8,2024-03-05,03-2024,10-2024
21660.0,913,Sharp Cornering,46,2024-03-05 23:52:57,2024-03-05 23:53:01,4,2024-03-05,03-2024,10-2024
20135.0,985,Harsh Braking,19,2024-03-05 23:52:57,2024-03-05 23:53:01,4,2024-03-05,03-2024,10-2024
21579.0,985,Yawn,21,2024-03-05 23:52:56,2024-03-05 23:53:04,8,2024-03-05,03-2024,10-2024
22440.0,,Fatigue Alert,57,2024-03-05 23:52:56,2024-03-05 23:53:04,8,2024-03-05,03-2024,10-2024
22440.0,,Yawn,57,2024-03-05 23:52:56,2024-03-05 23:53:04,8,2024-03-05,03-2024,10-2024
34168.0,900,Harsh Acceleration,38,2024-03-05 23:52:56,2024-03-05 23:52:59,3,2024-03-05,03-2024,10-2024
13526.0,961,Harsh Braking,15,2024-03-05 23:52:56,2024-03-05 23:52:59,3,2024-03-05,03-2024,10-2024
24023.0,190,Harsh Acceleration,41,2024-03-05 23:52:55,2024-03-05 23:52:58,3,2024-03-05,03-2024,10-2024
19337.0,176,Harsh Acceleration,35,2024-03-05 23:52:50,2024-03-05 23:52:54,4,2024-03-05,03-2024,10-2024
21660.0,913,Forward Collision Warning,46,2024-03-05 23:52:50,2024-03-05 23:52:52,2,2024-03-05,03-2024,10-2024
17432.0,960,Harsh Braking,3,2024-03-05 23:52:47,2024-03-05 23:52:50,3,2024-03-05,03-2024,10-2024
11689.0,180,Harsh Braking,41,2024-03-05 23:52:47,2024-03-05 23:52:49,2,2024-03-05,03-2024,10-2024
34869.0,178,Harsh Braking,18,2024-03-05 23:52:46,2024-03-05 23:52:49,3,2024-03-05,03-2024,10-2024
20246.0,67,Forward Collision Warning,21,2024-03-05 23:52:45,2024-03-05 23:52:50,5,2024-03-05,03-2024,10-2024
15562.0,961,Forward Collision Warning,30,2024-03-05 23:52:45,2024-03-05 23:53:06,21,2024-03-05,03-2024,10-2024
28253.0,110,Harsh Acceleration,58,2024-03-05 23:52:45,2024-03-05 23:52:49,4,2024-03-05,03-2024,10-2024
21338.0,911,Harsh Braking,25,2024-03-05 23:52:44,2024-03-05 23:52:51,7,2024-03-05,03-2024,10-2024
29915.0,961,Harsh Braking,3,2024-03-05 23:52:44,2024-03-05 23:52:49,5,2024-03-05,03-2024,10-2024
23953.0,178,Harsh Braking,16,2024-03-05 23:52:43,2024-03-05 23:52:47,4,2024-03-05,03-2024,10-2024
20881.0,67,Harsh Braking,20,2024-03-05 23:52:42,2024-03-05 23:52:46,4,2024-03-05,03-2024,10-2024
18959.0,187,Harsh Braking,20,2024-03-05 23:52:42,2024-03-05 23:52:44,2,2024-03-05,03-2024,10-2024
21660.0,913,Harsh Acceleration,42,2024-03-05 23:52:42,2024-03-05 23:52:45,3,2024-03-05,03-2024,10-2024
17688.0,962,Harsh Braking,19,2024-03-05 23:52:41,2024-03-05 23:52:45,4,2024-03-05,03-2024,10-2024
22550.0,,Forward Collision Warning,20,2024-03-05 23:52:40,2024-03-05 23:52:45,5,2024-03-05,03-2024,10-2024
67500.0,302,Harsh Braking,26,2024-03-05 23:52:40,2024-03-05 23:52:44,4,2024-03-05,03-2024,10-2024
35161.0,300,Harsh Braking,27,2024-03-05 23:52:36,2024-03-05 23:52:41,5,2024-03-05,03-2024,10-2024
34248.0,67,Harsh Braking,11,2024-03-05 23:52:34,2024-03-05 23:52:37,3,2024-03-05,03-2024,10-2024
16413.0,991,Harsh Braking,19,2024-03-05 23:52:34,2024-03-05 23:52:37,3,2024-03-05,03-2024,10-2024
11956.0,190,Fatigue Alert,27,2024-03-05 23:52:32,2024-03-05 23:52:39,7,2024-03-05,03-2024,10-2024
20664.0,184,Harsh Braking,14,2024-03-05 23:52:31,2024-03-05 23:52:35,4,2024-03-05,03-2024,10-2024
36775.0,976,Harsh Braking,16,2024-03-05 23:52:30,2024-03-05 23:52:34,4,2024-03-05,03-2024,10-2024
34248.0,67,Harsh Braking,29,2024-03-05 23:52:30,2024-03-05 23:52:34,4,2024-03-05,03-2024,10-2024
22444.0,61,Harsh Braking,9,2024-03-05 23:52:30,2024-03-05 23:52:35,5,2024-03-05,03-2024,10-2024
14410.0,178,Harsh Braking,2,2024-03-05 23:52:29,2024-03-05 23:52:34,5,2024-03-05,03-2024,10-2024
34039.0,187,Forward Collision Warning,31,2024-03-05 23:52:29,2024-03-05 23:52:36,7,2024-03-05,03-2024,10-2024
15259.0,190,Harsh Braking,27,2024-03-05 23:52:28,2024-03-05 23:52:31,3,2024-03-05,03-2024,10-2024
20664.0,184,Forward Collision Warning,32,2024-03-05 23:52:27,2024-03-05 23:52:35,8,2024-03-05,03-2024,10-2024
13203.0,911,Harsh Braking,9,2024-03-05 23:52:26,2024-03-05 23:52:30,4,2024-03-05,03-2024,10-2024
19610.0,960,Harsh Braking,4,2024-03-05 23:52:26,2024-03-05 23:52:29,3,2024-03-05,03-2024,10-2024
30359.0,,Headway Monitoring Alert,41,2024-03-05 23:52:26,2024-03-05 23:52:30,4,2024-03-05,03-2024,10-2024
15125.0,75,Harsh Braking,11,2024-03-05 23:52:25,2024-03-05 23:52:28,3,2024-03-05,03-2024,10-2024
34752.0,,Headway Monitoring Alert,60,2024-03-05 23:52:25,2024-03-05 23:52:29,4,2024-03-05,03-2024,10-2024
72704.0,180,Harsh Braking,22,2024-03-05 23:52:24,2024-03-05 23:52:29,5,2024-03-05,03-2024,10-2024
,FSKJ,Harsh Braking,5,2024-03-05 23:52:24,2024-03-05 23:52:27,3,2024-03-05,03-2024,10-2024
36501.0,178,Harsh Braking,22,2024-03-05 23:52:23,2024-03-05 23:52:26,3,2024-03-05,03-2024,10-2024
30359.0,,Forward Collision Warning,47,2024-03-05 23:52:23,2024-03-05 23:52:30,7,2024-03-05,03-2024,10-2024
24023.0,190,Harsh Braking,23,2024-03-05 23:52:23,2024-03-05 23:52:28,5,2024-03-05,03-2024,10-2024
10362.0,,Headway Monitoring Alert,59,2024-03-05 23:52:22,2024-03-05 23:52:26,4,2024-03-05,03-2024,10-2024
30061.0,176,Harsh Braking,3,2024-03-05 23:52:20,2024-03-05 23:52:25,5,2024-03-05,03-2024,10-2024
22678.0,,Fatigue Alert,55,2024-03-05 23:52:19,2024-03-05 23:52:26,7,2024-03-05,03-2024,10-2024
18959.0,187,Harsh Acceleration,27,2024-03-05 23:52:19,2024-03-05 23:52:23,4,2024-03-05,03-2024,10-2024
14410.0,178,Harsh Acceleration,42,2024-03-05 23:52:18,2024-03-05 23:52:22,4,2024-03-05,03-2024,10-2024
35056.0,75,Harsh Braking,7,2024-03-05 23:52:18,2024-03-05 23:52:21,3,2024-03-05,03-2024,10-2024
23725.0,61,Harsh Braking,18,2024-03-05 23:52:17,2024-03-05 23:52:21,4,2024-03-05,03-2024,10-2024
28873.0,970,Harsh Braking,9,2024-03-05 23:52:16,2024-03-05 23:52:20,4,2024-03-05,03-2024,10-2024
18825.0,950,Harsh Braking,3,2024-03-05 23:52:15,2024-03-05 23:52:19,4,2024-03-05,03-2024,10-2024
20627.0,,Harsh Braking,14,2024-03-05 23:52:15,2024-03-05 23:52:18,3,2024-03-05,03-2024,10-2024
70309.0,970,Forward Collision Warning,20,2024-03-05 23:52:14,2024-03-05 23:52:20,6,2024-03-05,03-2024,10-2024
35056.0,75,Harsh Braking,21,2024-03-05 23:52:14,2024-03-05 23:52:18,4,2024-03-05,03-2024,10-2024
35049.0,913,Harsh Braking,23,2024-03-05 23:52:13,2024-03-05 23:52:17,4,2024-03-05,03-2024,10-2024
21129.0,188,Yawn,31,2024-03-05 23:52:11,2024-03-05 23:52:19,8,2024-03-05,03-2024,10-2024
31831.0,188,Harsh Braking,10,2024-03-05 23:52:11,2024-03-05 23:52:16,5,2024-03-05,03-2024,10-2024
35449.0,,Headway Monitoring Alert,61,2024-03-05 23:52:11,2024-03-05 23:52:16,5,2024-03-05,03-2024,10-2024
34264.0,,Speeding,64,2024-03-05 23:52:11,2024-03-05 23:52:23,12,2024-03-05,03-2024,10-2024
15575.0,190,Yawn,51,2024-03-05 23:52:08,2024-03-05 23:52:18,10,2024-03-05,03-2024,10-2024
20246.0,67,Harsh Braking,31,2024-03-05 23:52:08,2024-03-05 23:52:12,4,2024-03-05,03-2024,10-2024
23304.0,67,Harsh Braking,43,2024-03-05 23:52:07,2024-03-05 23:52:11,4,2024-03-05,03-2024,10-2024
35636.0,307,Harsh Braking,21,2024-03-05 23:52:06,2024-03-05 23:52:10,4,2024-03-05,03-2024,10-2024
10527.0,184,Harsh Braking,2,2024-03-05 23:52:06,2024-03-05 23:52:10,4,2024-03-05,03-2024,10-2024
31831.0,188,Forward Collision Warning,44,2024-03-05 23:52:06,2024-03-05 23:52:15,9,2024-03-05,03-2024,10-2024
67500.0,302,Harsh Braking,20,2024-03-05 23:52:06,2024-03-05 23:52:10,4,2024-03-05,03-2024,10-2024
34112.0,61,Harsh Braking,17,2024-03-05 23:52:03,2024-03-05 23:52:07,4,2024-03-05,03-2024,10-2024
14410.0,178,Harsh Braking,5,2024-03-05 23:51:57,2024-03-05 23:52:00,3,2024-03-05,03-2024,10-2024
34795.0,75,Harsh Braking,14,2024-03-05 23:51:57,2024-03-05 23:52:00,3,2024-03-05,03-2024,10-2024
35449.0,,Headway Monitoring Alert,61,2024-03-05 23:51:56,2024-03-05 23:52:01,5,2024-03-05,03-2024,10-2024
20664.0,184,Forward Collision Warning,24,2024-03-05 23:51:56,2024-03-05 23:52:02,6,2024-03-05,03-2024,10-2024
34579.0,970,Forward Collision Warning,21,2024-03-05 23:51:55,2024-03-05 23:52:02,7,2024-03-05,03-2024,10-2024
34694.0,176,Harsh Braking,29,2024-03-05 23:51:55,2024-03-05 23:51:59,4,2024-03-05,03-2024,10-2024
67620.0,188,Yawn,33,2024-03-05 23:51:55,2024-03-05 23:52:03,8,2024-03-05,03-2024,10-2024
74090.0,962,Harsh Braking,1,2024-03-05 23:51:54,2024-03-05 23:51:58,4,2024-03-05,03-2024,10-2024
73784.0,67,Harsh Braking,12,2024-03-05 23:51:54,2024-03-05 23:51:58,4,2024-03-05,03-2024,10-2024
27610.0,,Headway Monitoring Alert,46,2024-03-05 23:51:54,2024-03-05 23:51:59,5,2024-03-05,03-2024,10-2024
20146.0,903,Pedestrian Collision Alert,22,2024-03-05 23:51:54,2024-03-05 23:52:01,7,2024-03-05,03-2024,10-2024
21119.0,961,Headway Monitoring Alert,40,2024-03-05 23:51:50,2024-03-05 23:51:55,5,2024-03-05,03-2024,10-2024
16890.0,301,Harsh Acceleration,42,2024-03-05 23:51:50,2024-03-05 23:51:54,4,2024-03-05,03-2024,10-2024
34962.0,75,Harsh Braking,15,2024-03-05 23:51:50,2024-03-05 23:51:53,3,2024-03-05,03-2024,10-2024
20494.0,187,Harsh Acceleration,29,2024-03-05 23:51:50,2024-03-05 23:51:53,3,2024-03-05,03-2024,10-2024
21660.0,913,Forward Collision Warning,29,2024-03-05 23:51:50,2024-03-05 23:51:51,1,2024-03-05,03-2024,10-2024
14758.0,176,Harsh Braking,12,2024-03-05 23:51:48,2024-03-05 23:51:51,3,2024-03-05,03-2024,10-2024
14410.0,178,Harsh Acceleration,58,2024-03-05 23:51:46,2024-03-05 23:51:48,2,2024-03-05,03-2024,10-2024
35449.0,,Headway Monitoring Alert,56,2024-03-05 23:51:46,2024-03-05 23:51:53,7,2024-03-05,03-2024,10-2024
15562.0,961,Harsh Braking,6,2024-03-05 23:51:46,2024-03-05 23:51:50,4,2024-03-05,03-2024,10-2024
26754.0,,Harsh Braking,12,2024-03-05 23:51:46,2024-03-05 23:51:50,4,2024-03-05,03-2024,10-2024
29533.0,976,Harsh Braking,19,2024-03-05 23:51:45,2024-03-05 23:51:49,4,2024-03-05,03-2024,10-2024
34938.0,,Yawn,60,2024-03-05 23:51:44,2024-03-05 23:51:53,9,2024-03-05,03-2024,10-2024
18959.0,187,Harsh Braking,19,2024-03-05 23:51:44,2024-03-05 23:51:48,4,2024-03-05,03-2024,10-2024
34112.0,61,Harsh Braking,25,2024-03-05 23:51:44,2024-03-05 23:51:48,4,2024-03-05,03-2024,10-2024
17688.0,962,Forward Collision Warning,43,2024-03-05 23:51:44,2024-03-05 23:51:47,3,2024-03-05,03-2024,10-2024
20494.0,187,Harsh Braking,7,2024-03-05 23:51:43,2024-03-05 23:51:48,5,2024-03-05,03-2024,10-2024
14295.0,962,Harsh Braking,1,2024-03-05 23:51:42,2024-03-05 23:51:46,4,2024-03-05,03-2024,10-2024
15562.0,961,Forward Collision Warning,43,2024-03-05 23:51:42,2024-03-05 23:51:55,13,2024-03-05,03-2024,10-2024
34641.0,187,Harsh Braking,10,2024-03-05 23:51:40,2024-03-05 23:51:43,3,2024-03-05,03-2024,10-2024
34248.0,67,Harsh Braking,27,2024-03-05 23:51:39,2024-03-05 23:51:42,3,2024-03-05,03-2024,10-2024
74277.0,190,Forward Collision Warning,22,2024-03-05 23:51:38,2024-03-05 23:51:43,5,2024-03-05,03-2024,10-2024
34963.0,,Harsh Braking,12,2024-03-05 23:51:38,2024-03-05 23:51:43,5,2024-03-05,03-2024,10-2024
31749.0,991,Harsh Braking,15,2024-03-05 23:51:37,2024-03-05 23:51:41,4,2024-03-05,03-2024,10-2024
36131.0,913,Harsh Braking,13,2024-03-05 23:51:37,2024-03-05 23:51:41,4,2024-03-05,03-2024,10-2024
34784.0,911,Harsh Braking,9,2024-03-05 23:51:36,2024-03-05 23:51:40,4,2024-03-05,03-2024,10-2024
16413.0,991,Harsh Braking,6,2024-03-05 23:51:36,2024-03-05 23:51:38,2,2024-03-05,03-2024,10-2024
34641.0,187,Harsh Braking,31,2024-03-05 23:51:35,2024-03-05 23:51:39,4,2024-03-05,03-2024,10-2024
31749.0,991,Forward Collision Warning,30,2024-03-05 23:51:34,2024-03-05 23:51:40,6,2024-03-05,03-2024,10-2024
34795.0,75,Harsh Braking,10,2024-03-05 23:51:34,2024-03-05 23:51:37,3,2024-03-05,03-2024,10-2024
12224.0,,Harsh Braking,18,2024-03-05 23:51:33,2024-03-05 23:51:36,3,2024-03-05,03-2024,10-2024
22550.0,,Forward Collision Warning,23,2024-03-05 23:51:32,2024-03-05 23:51:42,10,2024-03-05,03-2024,10-2024
21119.0,961,Harsh Braking,27,2024-03-05 23:51:31,2024-03-05 23:51:34,3,2024-03-05,03-2024,10-2024
34641.0,187,Forward Collision Warning,48,2024-03-05 23:51:30,2024-03-05 23:51:36,6,2024-03-05,03-2024,10-2024
17688.0,962,Harsh Acceleration,50,2024-03-05 23:51:29,2024-03-05 23:51:33,4,2024-03-05,03-2024,10-2024
14101.0,,Harsh Braking,40,2024-03-05 23:51:29,2024-03-05 23:51:34,5,2024-03-05,03-2024,10-2024
17432.0,960,Harsh Braking,24,2024-03-05 23:51:28,2024-03-05 23:51:31,3,2024-03-05,03-2024,10-2024
20135.0,985,Harsh Acceleration,28,2024-03-05 23:51:28,2024-03-05 23:51:32,4,2024-03-05,03-2024,10-2024
,FSKJ,Headway Monitoring Alert,60,2024-03-05 23:51:28,2024-03-05 23:51:32,4,2024-03-05,03-2024,10-2024
21104.0,901M,Harsh Braking,10,2024-03-05 23:51:27,2024-03-05 23:51:30,3,2024-03-05,03-2024,10-2024
22444.0,61,Harsh Braking,6,2024-03-05 23:51:26,2024-03-05 23:51:31,5,2024-03-05,03-2024,10-2024
21291.0,,Harsh Braking,15,2024-03-05 23:51:24,2024-03-05 23:51:28,4,2024-03-05,03-2024,10-2024
26754.0,,Harsh Braking,0,2024-03-05 23:51:22,2024-03-05 23:51:25,3,2024-03-05,03-2024,10-2024
10055.0,903,Harsh Braking,19,2024-03-05 23:51:21,2024-03-05 23:51:24,3,2024-03-05,03-2024,10-2024
34694.0,176,Harsh Braking,16,2024-03-05 23:51:21,2024-03-05 23:51:25,4,2024-03-05,03-2024,10-2024
22427.0,983,Fatigue Alert,25,2024-03-05 23:51:21,2024-03-05 23:51:29,8,2024-03-05,03-2024,10-2024
67500.0,302,Harsh Braking,22,2024-03-05 23:51:20,2024-03-05 23:51:25,5,2024-03-05,03-2024,10-2024
22427.0,983,Forward Collision Warning,20,2024-03-05 23:51:20,2024-03-05 23:51:24,4,2024-03-05,03-2024,10-2024
20712.0,190,Harsh Acceleration,32,2024-03-05 23:51:18,2024-03-05 23:51:21,3,2024-03-05,03-2024,10-2024
35313.0,178,Harsh Braking,5,2024-03-05 23:51:17,2024-03-05 23:51:22,5,2024-03-05,03-2024,10-2024
34962.0,75,Forward Collision Warning,33,2024-03-05 23:51:17,2024-03-05 23:51:19,2,2024-03-05,03-2024,10-2024
25490.0,67,Harsh Braking,15,2024-03-05 23:51:15,2024-03-05 23:51:18,3,2024-03-05,03-2024,10-2024
74634.0,67,Harsh Braking,12,2024-03-05 23:51:15,2024-03-05 23:51:19,4,2024-03-05,03-2024,10-2024
22760.0,180,Harsh Braking,9,2024-03-05 23:51:14,2024-03-05 23:51:18,4,2024-03-05,03-2024,10-2024
21291.0,,Harsh Braking,29,2024-03-05 23:51:14,2024-03-05 23:51:16,2,2024-03-05,03-2024,10-2024
15562.0,961,Harsh Acceleration,46,2024-03-05 23:51:13,2024-03-05 23:51:18,5,2024-03-05,03-2024,10-2024
21660.0,913,Harsh Acceleration,35,2024-03-05 23:51:12,2024-03-05 23:51:16,4,2024-03-05,03-2024,10-2024
15575.0,190,Yawn,50,2024-03-05 23:51:10,2024-03-05 23:51:20,10,2024-03-05,03-2024,10-2024
19036.0,176,Yawn,38,2024-03-05 23:51:10,2024-03-05 23:51:19,9,2024-03-05,03-2024,10-2024
73631.0,110,Harsh Acceleration,25,2024-03-05 23:51:10,2024-03-05 23:51:15,5,2024-03-05,03-2024,10-2024
22760.0,180,Harsh Braking,38,2024-03-05 23:51:09,2024-03-05 23:51:12,3,2024-03-05,03-2024,10-2024
19337.0,176,Harsh Braking,6,2024-03-05 23:51:09,2024-03-05 23:51:13,4,2024-03-05,03-2024,10-2024
22550.0,,Harsh Braking,2,2024-03-05 23:51:08,2024-03-05 23:51:13,5,2024-03-05,03-2024,10-2024
73157.0,961,Harsh Braking,16,2024-03-05 23:51:08,2024-03-05 23:51:11,3,2024-03-05,03-2024,10-2024
34881.0,913,Harsh Braking,20,2024-03-05 23:51:06,2024-03-05 23:51:10,4,2024-03-05,03-2024,10-2024
34039.0,187,Harsh Braking,40,2024-03-05 23:51:05,2024-03-05 23:51:08,3,2024-03-05,03-2024,10-2024
34039.0,187,Forward Collision Warning,31,2024-03-05 23:51:05,2024-03-05 23:51:14,9,2024-03-05,03-2024,10-2024
17432.0,960,Harsh Acceleration,43,2024-03-05 23:51:04,2024-03-05 23:51:08,4,2024-03-05,03-2024,10-2024
63157.0,911,Harsh Braking,2,2024-03-05 23:51:01,2024-03-05 23:51:05,4,2024-03-05,03-2024,10-2024
34485.0,178,Headway Monitoring Alert,40,2024-03-05 23:51:00,2024-03-05 23:51:04,4,2024-03-05,03-2024,10-2024
21338.0,911,Harsh Braking,7,2024-03-05 23:51:00,2024-03-05 23:51:03,3,2024-03-05,03-2024,10-2024
15290.0,961,Forward Collision Warning,26,2024-03-05 23:50:58,2024-03-05 23:51:03,5,2024-03-05,03-2024,10-2024
23440.0,912B,Harsh Acceleration,26,2024-03-05 23:50:58,2024-03-05 23:51:03,5,2024-03-05,03-2024,10-2024
23953.0,178,Harsh Braking,20,2024-03-05 23:50:56,2024-03-05 23:51:01,5,2024-03-05,03-2024,10-2024
21328.0,,Harsh Braking,1,2024-03-05 23:50:55,2024-03-05 23:51:00,5,2024-03-05,03-2024,10-2024
12224.0,,Harsh Acceleration,47,2024-03-05 23:50:55,2024-03-05 23:50:59,4,2024-03-05,03-2024,10-2024
16413.0,991,Harsh Braking,19,2024-03-05 23:50:55,2024-03-05 23:50:58,3,2024-03-05,03-2024,10-2024
16658.0,,Harsh Braking,50,2024-03-05 23:50:55,2024-03-05 23:51:00,5,2024-03-05,03-2024,10-2024
32508.0,,Harsh Braking,27,2024-03-05 23:50:54,2024-03-05 23:50:59,5,2024-03-05,03-2024,10-2024
34869.0,178,Harsh Braking,8,2024-03-05 23:50:54,2024-03-05 23:50:58,4,2024-03-05,03-2024,10-2024
22550.0,,Harsh Braking,23,2024-03-05 23:50:53,2024-03-05 23:50:55,2,2024-03-05,03-2024,10-2024
73818.0,67,Harsh Braking,41,2024-03-05 23:50:53,2024-03-05 23:50:58,5,2024-03-05,03-2024,10-2024
10527.0,184,Harsh Braking,5,2024-03-05 23:50:51,2024-03-05 23:50:55,4,2024-03-05,03-2024,10-2024
28253.0,110,Harsh Acceleration,58,2024-03-05 23:50:51,2024-03-05 23:50:56,5,2024-03-05,03-2024,10-2024
20664.0,184,Harsh Braking,23,2024-03-05 23:50:49,2024-03-05 23:50:51,2,2024-03-05,03-2024,10-2024
74277.0,190,Harsh Braking,0,2024-03-05 23:50:47,2024-03-05 23:50:50,3,2024-03-05,03-2024,10-2024
11942.0,912,Yawn,24,2024-03-05 23:50:45,2024-03-05 23:50:54,9,2024-03-05,03-2024,10-2024
13526.0,961,Harsh Braking,25,2024-03-05 23:50:44,2024-03-05 23:50:48,4,2024-03-05,03-2024,10-2024
13526.0,961,Pedestrian Collision Alert,25,2024-03-05 23:50:44,2024-03-05 23:50:49,5,2024-03-05,03-2024,10-2024
22825.0,913,Harsh Braking,31,2024-03-05 23:50:43,2024-03-05 23:50:46,3,2024-03-05,03-2024,10-2024
22444.0,61,Harsh Braking,13,2024-03-05 23:50:43,2024-03-05 23:50:46,3,2024-03-05,03-2024,10-2024
74277.0,190,Forward Collision Warning,32,2024-03-05 23:50:41,2024-03-05 23:50:50,9,2024-03-05,03-2024,10-2024
28253.0,110,Harsh Acceleration,45,2024-03-05 23:50:40,2024-03-05 23:50:50,10,2024-03-05,03-2024,10-2024
61578.0,190,Harsh Braking,25,2024-03-05 23:50:39,2024-03-05 23:50:44,5,2024-03-05,03-2024,10-2024
19337.0,176,Harsh Braking,35,2024-03-05 23:50:39,2024-03-05 23:50:42,3,2024-03-05,03-2024,10-2024
34039.0,187,Harsh Acceleration,39,2024-03-05 23:50:39,2024-03-05 23:50:44,5,2024-03-05,03-2024,10-2024
22444.0,61,Forward Collision Warning,35,2024-03-05 23:50:39,2024-03-05 23:50:46,7,2024-03-05,03-2024,10-2024
35056.0,75,Harsh Braking,9,2024-03-05 23:50:35,2024-03-05 23:50:39,4,2024-03-05,03-2024,10-2024
18271.0,,Harsh Braking,4,2024-03-05 23:50:33,2024-03-05 23:50:37,4,2024-03-05,03-2024,10-2024
15562.0,961,Harsh Braking,18,2024-03-05 23:50:33,2024-03-05 23:50:38,5,2024-03-05,03-2024,10-2024
19873.0,61,Forward Collision Warning,21,2024-03-05 23:50:32,2024-03-05 23:50:37,5,2024-03-05,03-2024,10-2024
35193.0,901,Harsh Braking,14,2024-03-05 23:50:30,2024-03-05 23:50:33,3,2024-03-05,03-2024,10-2024
20023.0,61,Harsh Braking,0,2024-03-05 23:50:30,2024-03-05 23:50:32,2,2024-03-05,03-2024,10-2024
21328.0,,Sharp Cornering,44,2024-03-05 23:50:30,2024-03-05 23:50:35,5,2024-03-05,03-2024,10-2024
22427.0,983,Fatigue Alert,19,2024-03-05 23:50:30,2024-03-05 23:50:38,8,2024-03-05,03-2024,10-2024
17860.0,110,Fatigue Alert,55,2024-03-05 23:50:30,2024-03-05 23:50:37,7,2024-03-05,03-2024,10-2024
19610.0,960,Harsh Braking,19,2024-03-05 23:50:27,2024-03-05 23:50:32,5,2024-03-05,03-2024,10-2024
11689.0,180,Harsh Braking,18,2024-03-05 23:50:27,2024-03-05 23:50:29,2,2024-03-05,03-2024,10-2024
20014.0,970,Harsh Braking,22,2024-03-05 23:50:26,2024-03-05 23:50:30,4,2024-03-05,03-2024,10-2024
